Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-10 00:00:00-04:00,7751.740234375,7773.759765625,7743.10986328125,7753.10986328125,4879540000,0.0,0.0
2026-08-11 00:00:00-04:00,7767.509765625,7767.509765625,7717.25,7728.2001953125,4739500000,0.0,0.0
2026-08-12 00:00:00-04:00,7765.4599609375,7766.009765625,7737.9501953125,7748.5,4574170000,0.0,0.0
2026-08-13 00:00:00-04:00,7763.18017578125,7816.7001953125,7763.18017578125,7798.990234375,4833230000,0.0,0.0
2026-08-14 00:00:00-04:00,7806.60009765625,7810.009765625,7776.31005859375,7785.759765625,4159900000,0.0,0.0
